#;Company;Symbol;Weight;Price;Chg;% Chg;Date
313;Equity Residential;EQR;0.05%;68.53;-0.78;(-1.13%);2025-04-27
314;Darden Restaurants, Inc.;DRI;0.05%;199.10;-1.34;(-0.67%);2025-04-27
315;Fortive Corporation;FTV;0.05%;68.92;0.00;(0.00%);2025-04-27
316;Archer Daniels Midland Company;ADM;0.05%;48.25;-0.53;(-1.09%);2025-04-27
317;Dover Corporation;DOV;0.05%;169.01;-0.71;(-0.42%);2025-04-27
318;United Airlines Holdings, Inc.;UAL;0.05%;68.20;-0.85;(-1.23%);2025-04-27
319;Veralto Corporation;VLTO;0.05%;92.31;0.57;(0.62%);2025-04-27
320;Tyler Technologies, Inc.;TYL;0.05%;524.64;-5.86;(-1.10%);2025-04-27
321;Edison International;EIX;0.05%;57.96;-0.24;(-0.41%);2025-04-27
322;Mettler-Toledo International;MTD;0.05%;1,061.79;-13.21;(-1.23%);2025-04-27
323;Corpay, Inc.;CPAY;0.05%;322.03;0.14;(0.04%);2025-04-27
324;Kellanova;K;0.05%;82.62;-0.15;(-0.18%);2025-04-27
325;Steris Plc;STE;0.05%;225.00;-1.35;(-0.60%);2025-04-27
326;Cboe Global Markets, Inc.;CBOE;0.05%;213.59;0.91;(0.43%);2025-04-27
327;Cms Energy Corporation;CMS;0.05%;72.18;-1.96;(-2.64%);2025-04-27
328;Expand Energy Corporation;EXE;0.05%;105.30;0.90;(0.86%);2025-04-27
329;Firstenergy Corp.;FE;0.05%;42.34;0.06;(0.14%);2025-04-27
330;W.R. Berkley Corporation;WRB;0.05%;70.48;-1.27;(-1.77%);2025-04-27
331;Nrg Energy, Inc.;NRG;0.05%;108.33;2.22;(2.09%);2025-04-27
332;Eversource Energy;ES;0.05%;57.86;-0.67;(-1.14%);2025-04-27
333;Teledyne Technologies Incorporated;TDY;0.05%;458.60;-0.53;(-0.12%);2025-04-27
334;Nvr, Inc.;NVR;0.05%;7,071.42;-75.46;(-1.06%);2025-04-27
335;Hewlett Packard Enterprise Company;HPE;0.05%;16.24;0.06;(0.37%);2025-04-27
336;Cdw Corporation;CDW;0.05%;157.95;-0.99;(-0.62%);2025-04-27
337;Huntington Bancshares Inc;HBAN;0.05%;14.40;-0.15;(-1.03%);2025-04-27
338;Cincinnati Financial Corp;CINF;0.05%;133.69;-1.67;(-1.23%);2025-04-27
339;Smurfit Westrock Plc;SW;0.05%;42.23;-0.22;(-0.52%);2025-04-27
340;Dow Inc.;DOW;0.04%;30.02;0.26;(0.87%);2025-04-27
341;Live Nation Entertainment Inc.;LYV;0.04%;132.76;0.04;(0.03%);2025-04-27
342;Pultegroup, Inc.;PHM;0.04%;101.88;-0.97;(-0.94%);2025-04-27
343;Devon Energy Corporation;DVN;0.04%;31.35;-0.12;(-0.38%);2025-04-27
344;Dollar General Corp.;DG;0.04%;93.56;-0.25;(-0.27%);2025-04-27
345;Verisign Inc;VRSN;0.04%;272.79;20.20;(8.00%);2025-04-27
346;Waters Corp;WAT;0.04%;337.89;-2.81;(-0.82%);2025-04-27
347;Synchrony Financial;SYF;0.04%;51.42;-0.50;(-0.96%);2025-04-27
348;Zimmer Biomet Holdings, Inc.;ZBH;0.04%;101.51;0.01;(0.01%);2025-04-27
349;T Rowe Price Group Inc;TROW;0.04%;88.44;-1.08;(-1.21%);2025-04-27
350;Expedia Group, Inc.;EXPE;0.04%;160.11;0.56;(0.35%);2025-04-27
351;International Flavors & Fragrances Inc.;IFF;0.04%;76.24;-0.40;(-0.52%);2025-04-27
352;Quest Diagnostics Inc.;DGX;0.04%;173.76;-2.11;(-1.20%);2025-04-27
353;Carnival Corporation;CCL;0.04%;18.60;-0.10;(-0.53%);2025-04-27
354;Hubbell Incorporated;HUBB;0.04%;359.84;-0.44;(-0.12%);2025-04-27
355;Invitation Homes Inc.;INVH;0.04%;33.78;-0.09;(-0.27%);2025-04-27
356;Labcorp Holdings Inc.;LH;0.04%;228.31;-0.27;(-0.12%);2025-04-27
357;Leidos Holdings, Inc.;LDOS;0.04%;145.71;0.15;(0.10%);2025-04-27
358;Warner Bros. Discovery, Inc. Series a;WBD;0.04%;8.59;0.09;(1.06%);2025-04-27
359;Mccormick & Company, Incorporated Non-Vtg Cs;MKC;0.04%;74.54;-0.47;(-0.63%);2025-04-27
360;Coterra Energy Inc.;CTRA;0.04%;25.37;-0.09;(-0.35%);2025-04-27
361;Regions Financial Corp.;RF;0.04%;20.28;-0.26;(-1.27%);2025-04-27
362;Williams-Sonoma, Inc.;WSM;0.04%;151.19;-0.21;(-0.14%);2025-04-27
363;Mid-America Apartment Communities, Inc.;MAA;0.04%;159.38;-0.08;(-0.05%);2025-04-27
364;Weyerhaeuser Company;WY;0.04%;24.81;-0.69;(-2.71%);2025-04-27
365;Nisource Inc.;NI;0.04%;39.45;-0.23;(-0.58%);2025-04-27
366;Halliburton Company;HAL;0.04%;20.85;-0.36;(-1.70%);2025-04-27
367;Ptc, Inc;PTC;0.04%;154.03;2.39;(1.58%);2025-04-27
368;Insulet Corporation;PODD;0.04%;260.71;1.33;(0.51%);2025-04-27
369;Northern Trust Corp;NTRS;0.04%;91.59;-0.81;(-0.88%);2025-04-27
370;Steel Dynamics Inc;STLD;0.04%;127.34;-0.04;(-0.03%);2025-04-27
371;Super Micro Computer, Inc.;SMCI;0.04%;36.47;0.66;(1.84%);2025-04-27
372;Netapp, Inc;NTAP;0.04%;88.45;0.28;(0.32%);2025-04-27
373;Ulta Beauty, Inc.;ULTA;0.04%;383.67;-2.26;(-0.59%);2025-04-27
374;Global Payments, Inc.;GPN;0.04%;72.48;0.42;(0.58%);2025-04-27
375;Essex Property Trust, Inc;ESS;0.04%;275.50;-1.10;(-0.40%);2025-04-27
376;Seagate Technology Holdings Plcs;STX;0.04%;82.70;-0.34;(-0.41%);2025-04-27
377;Tyson Foods, Inc.;TSN;0.04%;60.62;-0.80;(-1.30%);2025-04-27
378;Biogen Inc.;BIIB;0.04%;118.84;-0.67;(-0.56%);2025-04-27
379;Molina Healthcare, Inc.;MOH;0.04%;314.51;0.70;(0.22%);2025-04-27
380;Clorox Company;CLX;0.04%;138.27;0.70;(0.51%);2025-04-27
381;Domino's Pizza Inc.;DPZ;0.04%;487.58;-0.39;(-0.08%);2025-04-27
382;On Semiconductor Corp;ON;0.04%;39.63;-0.33;(-0.83%);2025-04-27
383;Packaging Corp of America;PKG;0.04%;184.82;-3.89;(-2.06%);2025-04-27
384;Deckers Outdoor Corp;DECK;0.04%;109.19;-1.46;(-1.32%);2025-04-27
385;Lennox International Inc.;LII;0.04%;527.31;3.26;(0.62%);2025-04-27
386;Dollar Tree Inc.;DLTR;0.04%;80.57;-0.66;(-0.81%);2025-04-27
387;The Cooper Companies, Inc.;COO;0.04%;80.89;-1.69;(-2.05%);2025-04-27
388;Citizens Financial Group, Inc.;CFG;0.04%;37.06;-0.38;(-1.01%);2025-04-27
389;Snap-on Incorporated;SNA;0.04%;308.76;-1.98;(-0.64%);2025-04-27
390;Genuine Parts Company;GPC;0.04%;116.64;-0.45;(-0.38%);2025-04-27
391;Factset Research Systems;FDS;0.03%;424.47;-3.68;(-0.86%);2025-04-27
392;Jabil Inc.;JBL;0.03%;146.92;0.79;(0.54%);2025-04-27
393;Principal Financial Group, Inc.;PFG;0.03%;73.46;-1.54;(-2.05%);2025-04-27
394;Alliant Energy Corporation;LNT;0.03%;60.74;-0.59;(-0.96%);2025-04-27
395;Southwest Airlines Co.;LUV;0.03%;26.49;0.03;(0.11%);2025-04-27
396;Evergy, Inc.;EVRG;0.03%;67.88;-0.40;(-0.59%);2025-04-27
397;Rollins, Inc.;ROL;0.03%;55.31;-0.16;(-0.29%);2025-04-27
398;Baxter International Inc.;BAX;0.03%;30.22;-0.19;(-0.62%);2025-04-27
399;Expeditors International of Washington, Inc.;EXPD;0.03%;108.58;-2.40;(-2.16%);2025-04-27
400;F5, Inc.;FFIV;0.03%;270.03;1.87;(0.70%);2025-04-27
401;Lyondellbasell Industries N.v. Class A;LYB;0.03%;59.44;0.19;(0.32%);2025-04-27
402;Everest Group, Ltd.;EG;0.03%;353.15;-2.04;(-0.57%);2025-04-27
403;West Pharmaceutical Services, Inc.;WST;0.03%;214.55;3.96;(1.88%);2025-04-27
404;Loews Corporation;L;0.03%;85.27;-0.97;(-1.12%);2025-04-27
405;Ball Corporation;BALL;0.03%;50.56;0.04;(0.08%);2025-04-27
406;Trimble Inc.;TRMB;0.03%;61.71;0.06;(0.10%);2025-04-27
407;Jacobs Solutions Inc.;J;0.03%;121.57;-0.76;(-0.62%);2025-04-27
408;Pentair Plc;PNR;0.03%;90.00;-0.18;(-0.20%);2025-04-27
409;Omnicom Group Inc.;OMC;0.03%;74.92;-1.45;(-1.90%);2025-04-27
410;Keycorp;KEY;0.03%;14.72;-0.15;(-1.01%);2025-04-27
411;First Solar, Inc.;FSLR;0.03%;141.86;5.42;(3.97%);2025-04-27
412;Tapestry, Inc.;TPR;0.03%;68.88;0.58;(0.85%);2025-04-27
413;Amcor Plcs;AMCR;0.03%;9.54;-0.12;(-1.24%);2025-04-27
414;Avery Dennison Corp.;AVY;0.03%;170.75;-2.87;(-1.65%);2025-04-27
415;Builders Firstsource, Inc.;BLDR;0.03%;121.35;0.44;(0.36%);2025-04-27
416;Western Digital Corp.;WDC;0.03%;40.78;0.61;(1.52%);2025-04-27
417;Kimco Realty Corp.;KIM;0.03%;20.35;-0.08;(-0.39%);2025-04-27
418;The Estee Lauder Companies Inc. Class A;EL;0.03%;59.39;0.74;(1.26%);2025-04-27
419;Gen Digital Inc.;GEN;0.03%;25.26;0.20;(0.80%);2025-04-27
420;Cf Industries Holding, Inc.;CF;0.03%;78.47;1.17;(1.51%);2025-04-27
421;Healthpeak Properties, Inc.;DOC;0.03%;17.83;-0.98;(-5.21%);2025-04-27
422;Idex Corporation;IEX;0.03%;173.00;-0.79;(-0.45%);2025-04-27
423;Hologic Inc;HOLX;0.03%;58.02;-0.27;(-0.46%);2025-04-27
424;Best Buy Company, Inc.;BBY;0.03%;67.71;1.71;(2.59%);2025-04-27
425;Align Technology Inc;ALGN;0.03%;183.35;-0.92;(-0.50%);2025-04-27
426;Masco Corporation;MAS;0.03%;60.42;0.12;(0.20%);2025-04-27
427;Aptiv Plc;APTV;0.03%;55.93;0.87;(1.58%);2025-04-27
428;Henry (Jack) & Associates;JKHY;0.03%;170.93;-1.61;(-0.93%);2025-04-27
429;Teradyne, Inc.;TER;0.03%;77.12;-0.18;(-0.23%);2025-04-27
430;Las Vegas Sands Corp.;LVS;0.03%;35.89;-0.72;(-1.97%);2025-04-27
431;Zebra Technologies Corporation;ZBRA;0.03%;246.24;2.16;(0.88%);2025-04-27
432;Udr, Inc.;UDR;0.03%;41.30;-0.27;(-0.65%);2025-04-27
433;Textron, Inc.;TXT;0.03%;68.42;0.49;(0.72%);2025-04-27
434;The J.M. Smucker Company;SJM;0.03%;115.23;-0.46;(-0.40%);2025-04-27
435;Camden Property Trust;CPT;0.03%;114.00;-0.02;(-0.02%);2025-04-27
436;Allegion Public Limited Company;ALLE;0.03%;136.49;-3.02;(-2.16%);2025-04-27
437;Akamai Technologies Inc;AKAM;0.03%;79.79;0.59;(0.74%);2025-04-27
438;Alexandria Real Estate Equities, Inc.;ARE;0.03%;75.88;-1.38;(-1.79%);2025-04-27
439;Conagra Brands, Inc.;CAG;0.03%;24.45;-0.47;(-1.89%);2025-04-27
440;Juniper Networks Inc;JNPR;0.03%;35.60;0.07;(0.20%);2025-04-27
441;Regency Centers Corporation;REG;0.03%;71.42;-0.03;(-0.04%);2025-04-27
442;Revvity, Inc.;RVTY;0.02%;94.29;-0.84;(-0.88%);2025-04-27
443;Pool Corporation;POOL;0.02%;291.59;2.89;(1.00%);2025-04-27
444;C.H. Robinson Worldwide, Inc.;CHRW;0.02%;89.75;-2.28;(-2.48%);2025-04-27
445;Bunge Global Sa;BG;0.02%;80.91;0.11;(0.14%);2025-04-27
446;Pinnacle West Capital Corporation;PNW;0.02%;93.75;-0.73;(-0.77%);2025-04-27
447;Fox Corporation Class A;FOXA;0.02%;49.35;0.33;(0.67%);2025-04-27
448;Paycom Software, Inc.;PAYC;0.02%;227.60;1.74;(0.77%);2025-04-27
449;Jb Hunt Transport Services Inc;JBHT;0.02%;129.73;-3.25;(-2.44%);2025-04-27
450;Globe Life Inc.;GL;0.02%;122.96;-0.96;(-0.77%);2025-04-27
451;Tko Group Holdings, Inc.;TKO;0.02%;157.10;1.82;(1.17%);2025-04-27
452;Nordson Corp;NDSN;0.02%;188.22;-1.23;(-0.65%);2025-04-27
453;Erie Indemnity Co;ERIE;0.02%;361.85;-46.88;(-11.47%);2025-04-27
454;Universal Health Services, Inc. Class B;UHS;0.02%;171.68;-2.32;(-1.33%);2025-04-27
455;News Corporation Class A;NWSA;0.02%;27.13;0.29;(1.08%);2025-04-27
456;Carmax Inc.;KMX;0.02%;65.03;-0.65;(-0.99%);2025-04-27
457;Molson Coors Beverage Company Class B;TAP;0.02%;56.80;-1.55;(-2.66%);2025-04-27
458;Assurant, Inc.;AIZ;0.02%;190.83;-2.36;(-1.22%);2025-04-27
459;Skyworks Solutions Inc;SWKS;0.02%;61.52;0.02;(0.03%);2025-04-27
460;Host Hotels & Resorts, Inc.;HST;0.02%;13.88;-0.05;(-0.36%);2025-04-27
461;Lkq Corporation;LKQ;0.02%;37.41;0.15;(0.40%);2025-04-27
462;Bxp, Inc.;BXP;0.02%;65.85;-0.18;(-0.27%);2025-04-27
463;Viatris Inc.;VTRS;0.02%;8.13;0.10;(1.25%);2025-04-27
464;Stanley Black & Decker, Inc.;SWK;0.02%;61.58;-0.34;(-0.55%);2025-04-27
465;Incyte Genomics Inc;INCY;0.02%;59.16;0.19;(0.32%);2025-04-27
466;Eastman Chemical Company;EMN;0.02%;75.84;-4.98;(-6.16%);2025-04-27
467;Solventum Corporation;SOLV;0.02%;66.07;-1.46;(-2.16%);2025-04-27
468;The Interpublic Group of Companies, Inc.;IPG;0.02%;24.56;-0.52;(-2.07%);2025-04-27
469;Moderna, Inc.;MRNA;0.02%;27.22;-0.17;(-0.62%);2025-04-27
470;The Mosaic Company;MOS;0.02%;29.13;0.20;(0.69%);2025-04-27
471;Dayforce, Inc.;DAY;0.02%;57.81;0.54;(0.94%);2025-04-27
472;Epam Systems, Inc.;EPAM;0.02%;159.12;1.09;(0.69%);2025-04-27
473;Ralph Lauren Corporation;RL;0.02%;219.96;-0.19;(-0.09%);2025-04-27
474;Hormel Foods Corporation;HRL;0.02%;29.70;-0.49;(-1.62%);2025-04-27
475;Huntington Ingalls Industries, Inc.;HII;0.02%;226.05;4.15;(1.87%);2025-04-27
476;Henry Schein Inc;HSIC;0.02%;65.17;-1.06;(-1.60%);2025-04-27
477;Marketaxess Holdings Inc.;MKTX;0.02%;219.00;0.81;(0.37%);2025-04-27
478;Bio-Techne Corp.;TECH;0.02%;50.24;-0.54;(-1.06%);2025-04-27
479;Hasbro, Inc.;HAS;0.02%;60.99;0.62;(1.03%);2025-04-27
480;Walgreens Boots Alliance, Inc;WBA;0.02%;11.01;-0.02;(-0.18%);2025-04-27
481;A.O. Smith Corporation;AOS;0.02%;64.99;-0.31;(-0.47%);2025-04-27
482;Match Group, Inc;MTCH;0.02%;30.07;-0.12;(-0.40%);2025-04-27
483;Norwegian Cruise Line Holdings Ltd.s;NCLH;0.02%;17.23;0.08;(0.47%);2025-04-27
484;Lamb Weston Holdings, Inc.;LW;0.02%;51.94;-0.66;(-1.25%);2025-04-27
485;Wynn Resorts Ltd;WYNN;0.02%;82.11;0.53;(0.65%);2025-04-27
486;Federal Realty Investment Trust;FRT;0.02%;94.38;-1.13;(-1.18%);2025-04-27
487;The Campbell's Company;CPB;0.02%;36.29;-0.43;(-1.17%);2025-04-27
488;Aes Corporation;AES;0.02%;10.05;-0.07;(-0.69%);2025-04-27
489;Mgm Resorts International;MGM;0.02%;31.67;0.25;(0.80%);2025-04-27
490;Albemarle Corporation;ALB;0.01%;57.73;-0.44;(-0.76%);2025-04-27
491;Paramount Global Class B;PARA;0.01%;11.73;0.30;(2.62%);2025-04-27
492;Generac Holdings Inc;GNRC;0.01%;112.89;-0.92;(-0.81%);2025-04-27
493;Invesco Ltd;IVZ;0.01%;13.93;-0.14;(-1.00%);2025-04-27
494;Brown-Forman Corporation Class B;BF.B;0.01%;33.96;-0.65;(-1.88%);2025-04-27
495;Davita Inc.;DVA;0.01%;139.56;0.00;(0.00%);2025-04-27
496;Enphase Energy, Inc.;ENPH;0.01%;46.83;1.08;(2.36%);2025-04-27
497;Fox Corporation Class B;FOX;0.01%;45.79;0.05;(0.11%);2025-04-27
498;Apa Corporation;APA;0.01%;16.35;0.09;(0.55%);2025-04-27
499;Charles River Laboratories International, Inc.;CRL;0.01%;114.66;-1.10;(-0.95%);2025-04-27
500;Franklin Resources, Inc.;BEN;0.01%;18.72;-0.03;(-0.16%);2025-04-27
501;Caesars Entertainment, Inc.;CZR;0.01%;28.44;1.27;(4.67%);2025-04-27
502;Mohawk Industries, Inc.;MHK;0.01%;106.87;-2.23;(-2.04%);2025-04-27
503;News Corporation Class B;NWS;0.01%;31.23;0.23;(0.74%);2025-04-27
