#;Company;Symbol;Weight;Price;Chg;% Chg;Date
319;Fortive Corporation;FTV;0.05%;67.70;0.92;(1.38%);2025-05-02
320;Archer Daniels Midland Company;ADM;0.05%;47.79;0.21;(0.45%);2025-05-02
321;United Airlines Holdings, Inc.;UAL;0.05%;74.85;5.69;(8.22%);2025-05-02
322;Verisign Inc;VRSN;0.05%;281.88;2.18;(0.78%);2025-05-02
323;Church & Dwight Co., Inc.;CHD;0.05%;92.48;0.09;(0.10%);2025-05-02
324;Corpay, Inc.;CPAY;0.05%;327.98;5.33;(1.65%);2025-05-02
325;Kellanova;K;0.05%;82.85;0.05;(0.05%);2025-05-02
326;Mettler-Toledo International;MTD;0.05%;1,085.66;29.08;(2.75%);2025-05-02
327;Firstenergy Corp.;FE;0.05%;42.95;0.20;(0.48%);2025-05-02
328;Steris Plc;STE;0.05%;224.54;2.30;(1.04%);2025-05-02
329;Cms Energy Corporation;CMS;0.05%;72.38;-0.59;(-0.80%);2025-05-02
330;Cincinnati Financial Corp;CINF;0.05%;142.88;3.04;(2.17%);2025-05-02
331;Expand Energy Corporation;EXE;0.05%;105.37;1.94;(1.88%);2025-05-02
332;Teledyne Technologies Incorporated;TDY;0.05%;476.79;10.53;(2.26%);2025-05-02
333;Eversource Energy;ES;0.05%;58.99;-0.09;(-0.15%);2025-05-02
334;Cdw Corporation;CDW;0.05%;166.99;4.59;(2.82%);2025-05-02
335;Hewlett Packard Enterprise Company;HPE;0.05%;16.88;0.46;(2.83%);2025-05-02
336;W.R. Berkley Corporation;WRB;0.05%;72.10;0.92;(1.29%);2025-05-02
337;Dow Inc.;DOW;0.04%;30.55;0.02;(0.06%);2025-05-02
338;Huntington Bancshares Inc;HBAN;0.04%;15.06;0.44;(2.98%);2025-05-02
339;Edison International;EIX;0.04%;55.05;0.48;(0.89%);2025-05-02
340;Nvr, Inc.;NVR;0.04%;7,124.68;89.78;(1.28%);2025-05-02
341;Amcor Plcs;AMCR;0.04%;9.32;0.23;(2.59%);2025-05-02
342;Live Nation Entertainment Inc.;LYV;0.04%;133.62;2.28;(1.73%);2025-05-02
343;Pultegroup, Inc.;PHM;0.04%;103.95;2.06;(2.02%);2025-05-02
344;Devon Energy Corporation;DVN;0.04%;31.31;0.15;(0.48%);2025-05-02
345;Synchrony Financial;SYF;0.04%;54.27;1.96;(3.75%);2025-05-02
346;Waters Corp;WAT;0.04%;350.88;9.05;(2.65%);2025-05-02
347;Zimmer Biomet Holdings, Inc.;ZBH;0.04%;101.70;-0.12;(-0.12%);2025-05-02
348;Labcorp Holdings Inc.;LH;0.04%;246.87;5.59;(2.32%);2025-05-02
349;Smurfit Westrock Plc;SW;0.04%;41.28;0.80;(1.99%);2025-05-02
350;Invitation Homes Inc.;INVH;0.04%;35.39;0.28;(0.79%);2025-05-02
351;International Flavors & Fragrances Inc.;IFF;0.04%;79.27;1.42;(1.82%);2025-05-02
352;Dollar General Corp.;DG;0.04%;90.81;0.26;(0.29%);2025-05-02
353;Quest Diagnostics Inc.;DGX;0.04%;177.58;0.25;(0.14%);2025-05-02
354;T Rowe Price Group Inc;TROW;0.04%;91.58;3.46;(3.93%);2025-05-02
355;Expedia Group, Inc.;EXPE;0.04%;161.99;4.03;(2.55%);2025-05-02
356;Carnival Corporation;CCL;0.04%;19.55;0.92;(4.92%);2025-05-02
357;Leidos Holdings, Inc.;LDOS;0.04%;148.40;1.78;(1.22%);2025-05-02
358;Williams-Sonoma, Inc.;WSM;0.04%;160.67;4.85;(3.11%);2025-05-02
359;Seagate Technology Holdings Plcs;STX;0.04%;92.30;2.29;(2.54%);2025-05-02
360;Global Payments, Inc.;GPN;0.04%;78.54;1.96;(2.55%);2025-05-02
361;Mccormick & Company, Incorporated Non-Vtg Cs;MKC;0.04%;75.86;0.75;(1.00%);2025-05-02
362;Mid-America Apartment Communities, Inc.;MAA;0.04%;168.56;6.49;(4.00%);2025-05-02
363;Warner Bros. Discovery, Inc. Series a;WBD;0.04%;8.59;0.16;(1.84%);2025-05-02
364;Ptc, Inc;PTC;0.04%;160.19;3.85;(2.46%);2025-05-02
365;Weyerhaeuser Company;WY;0.04%;26.22;0.40;(1.55%);2025-05-02
366;Regions Financial Corp.;RF;0.04%;21.02;0.50;(2.46%);2025-05-02
367;Northern Trust Corp;NTRS;0.04%;97.60;2.66;(2.80%);2025-05-02
368;Steel Dynamics Inc;STLD;0.04%;134.39;4.09;(3.14%);2025-05-02
369;Hubbell Incorporated;HUBB;0.04%;353.17;10.05;(2.93%);2025-05-02
370;Coterra Energy Inc.;CTRA;0.04%;25.58;0.68;(2.75%);2025-05-02
371;Essex Property Trust, Inc;ESS;0.04%;291.10;6.63;(2.33%);2025-05-02
372;Netapp, Inc;NTAP;0.04%;91.77;2.04;(2.27%);2025-05-02
373;Ulta Beauty, Inc.;ULTA;0.04%;396.89;3.96;(1.01%);2025-05-02
374;Nisource Inc.;NI;0.04%;39.13;0.16;(0.42%);2025-05-02
375;Lennox International Inc.;LII;0.04%;564.15;7.13;(1.28%);2025-05-02
376;Biogen Inc.;BIIB;0.04%;122.94;2.01;(1.66%);2025-05-02
377;Insulet Corporation;PODD;0.04%;255.19;4.94;(1.97%);2025-05-02
378;Molina Healthcare, Inc.;MOH;0.04%;316.26;3.22;(1.03%);2025-05-02
379;Halliburton Company;HAL;0.04%;20.56;0.63;(3.14%);2025-05-02
380;Tyson Foods, Inc.;TSN;0.04%;60.81;0.20;(0.32%);2025-05-02
381;Clorox Company;CLX;0.04%;138.41;-0.13;(-0.09%);2025-05-02
382;Southwest Airlines Co.;LUV;0.04%;29.78;1.20;(4.18%);2025-05-02
383;Deckers Outdoor Corp;DECK;0.04%;116.82;5.69;(5.12%);2025-05-02
384;On Semiconductor Corp;ON;0.04%;41.91;2.31;(5.83%);2025-05-02
385;Domino's Pizza Inc.;DPZ;0.03%;486.01;4.62;(0.96%);2025-05-02
386;Super Micro Computer, Inc.;SMCI;0.03%;33.53;0.80;(2.43%);2025-05-02
387;Dollar Tree Inc.;DLTR;0.03%;84.11;2.84;(3.50%);2025-05-02
388;Snap-on Incorporated;SNA;0.03%;316.56;4.85;(1.56%);2025-05-02
389;Packaging Corp of America;PKG;0.03%;186.64;3.27;(1.78%);2025-05-02
390;Factset Research Systems;FDS;0.03%;433.99;4.10;(0.95%);2025-05-02
391;Citizens Financial Group, Inc.;CFG;0.03%;38.63;1.34;(3.58%);2025-05-02
392;Genuine Parts Company;GPC;0.03%;119.78;2.78;(2.38%);2025-05-02
393;Jabil Inc.;JBL;0.03%;151.36;3.78;(2.56%);2025-05-02
394;The Cooper Companies, Inc.;COO;0.03%;82.16;1.02;(1.26%);2025-05-02
395;Rollins, Inc.;ROL;0.03%;56.47;0.40;(0.70%);2025-05-02
396;Baxter International Inc.;BAX;0.03%;30.62;-0.05;(-0.16%);2025-05-02
397;Evergy, Inc.;EVRG;0.03%;68.97;0.54;(0.79%);2025-05-02
398;Principal Financial Group, Inc.;PFG;0.03%;75.85;1.78;(2.41%);2025-05-02
399;Alliant Energy Corporation;LNT;0.03%;60.86;0.31;(0.52%);2025-05-02
400;Expeditors International of Washington, Inc.;EXPD;0.03%;112.95;3.34;(3.05%);2025-05-02
401;F5, Inc.;FFIV;0.03%;268.22;2.44;(0.92%);2025-05-02
402;Ball Corporation;BALL;0.03%;51.73;0.51;(0.99%);2025-05-02
403;Loews Corporation;L;0.03%;87.65;1.34;(1.55%);2025-05-02
404;West Pharmaceutical Services, Inc.;WST;0.03%;211.82;1.56;(0.74%);2025-05-02
405;Trimble Inc.;TRMB;0.03%;64.45;1.91;(3.05%);2025-05-02
406;Jacobs Solutions Inc.;J;0.03%;126.24;1.94;(1.56%);2025-05-02
407;Western Digital Corp.;WDC;0.03%;44.92;0.97;(2.21%);2025-05-02
408;Lyondellbasell Industries N.v. Class A;LYB;0.03%;58.81;0.49;(0.85%);2025-05-02
409;Pentair Plc;PNR;0.03%;93.42;2.68;(2.95%);2025-05-02
410;Keycorp;KEY;0.03%;15.42;0.42;(2.84%);2025-05-02
411;Omnicom Group Inc.;OMC;0.03%;76.65;0.89;(1.18%);2025-05-02
412;Tapestry, Inc.;TPR;0.03%;72.39;1.90;(2.70%);2025-05-02
413;Everest Group, Ltd.;EG;0.03%;347.56;10.18;(3.02%);2025-05-02
414;Kimco Realty Corp.;KIM;0.03%;21.12;0.16;(0.79%);2025-05-02
415;Gen Digital Inc.;GEN;0.03%;25.82;0.21;(0.84%);2025-05-02
416;Cf Industries Holding, Inc.;CF;0.03%;80.15;0.53;(0.67%);2025-05-02
417;The Estee Lauder Companies Inc. Class A;EL;0.03%;59.10;0.21;(0.36%);2025-05-02
418;Avery Dennison Corp.;AVY;0.03%;171.95;2.53;(1.50%);2025-05-02
419;First Solar, Inc.;FSLR;0.03%;130.93;4.36;(3.44%);2025-05-02
420;Idex Corporation;IEX;0.03%;181.58;6.33;(3.61%);2025-05-02
421;Best Buy Company, Inc.;BBY;0.03%;67.93;0.89;(1.33%);2025-05-02
422;Aptiv Plc;APTV;0.03%;59.43;2.46;(4.33%);2025-05-02
423;Builders Firstsource, Inc.;BLDR;0.03%;113.93;2.00;(1.79%);2025-05-02
424;Hologic Inc;HOLX;0.03%;53.15;-4.13;(-7.21%);2025-05-02
425;Zebra Technologies Corporation;ZBRA;0.03%;257.57;7.93;(3.17%);2025-05-02
426;Textron, Inc.;TXT;0.03%;71.20;0.93;(1.32%);2025-05-02
427;Udr, Inc.;UDR;0.03%;43.76;1.16;(2.72%);2025-05-02
428;Masco Corporation;MAS;0.03%;62.25;1.95;(3.24%);2025-05-02
429;Henry (Jack) & Associates;JKHY;0.03%;174.25;0.36;(0.21%);2025-05-02
430;Las Vegas Sands Corp.;LVS;0.03%;38.10;1.29;(3.50%);2025-05-02
431;Healthpeak Properties, Inc.;DOC;0.03%;17.82;0.04;(0.20%);2025-05-02
432;Align Technology Inc;ALGN;0.03%;178.89;2.14;(1.21%);2025-05-02
433;Camden Property Trust;CPT;0.03%;119.69;4.86;(4.23%);2025-05-02
434;Akamai Technologies Inc;AKAM;0.03%;82.67;1.56;(1.92%);2025-05-02
435;The J.M. Smucker Company;SJM;0.03%;114.10;0.33;(0.29%);2025-05-02
436;Allegion Public Limited Company;ALLE;0.03%;141.17;2.48;(1.79%);2025-05-02
437;Teradyne, Inc.;TER;0.03%;76.64;2.86;(3.87%);2025-05-02
438;Juniper Networks Inc;JNPR;0.03%;36.61;0.25;(0.70%);2025-05-02
439;Regency Centers Corporation;REG;0.02%;72.91;0.49;(0.67%);2025-05-02
440;Conagra Brands, Inc.;CAG;0.02%;23.76;-0.43;(-1.76%);2025-05-02
441;Revvity, Inc.;RVTY;0.02%;94.57;1.67;(1.80%);2025-05-02
442;Alexandria Real Estate Equities, Inc.;ARE;0.02%;74.70;1.28;(1.74%);2025-05-02
443;Pool Corporation;POOL;0.02%;302.31;5.96;(2.01%);2025-05-02
444;Tko Group Holdings, Inc.;TKO;0.02%;165.55;2.38;(1.46%);2025-05-02
445;Fox Corporation Class A;FOXA;0.02%;49.70;0.48;(0.97%);2025-05-02
446;Paycom Software, Inc.;PAYC;0.02%;229.09;1.99;(0.88%);2025-05-02
447;Pinnacle West Capital Corporation;PNW;0.02%;94.34;0.93;(1.00%);2025-05-02
448;C.H. Robinson Worldwide, Inc.;CHRW;0.02%;91.40;1.11;(1.24%);2025-05-02
449;Bunge Global Sa;BG;0.02%;79.01;0.53;(0.68%);2025-05-02
450;Skyworks Solutions Inc;SWKS;0.02%;66.27;1.04;(1.59%);2025-05-02
451;Nordson Corp;NDSN;0.02%;193.44;3.08;(1.62%);2025-05-02
452;Jb Hunt Transport Services Inc;JBHT;0.02%;134.43;4.63;(3.56%);2025-05-02
453;News Corporation Class A;NWSA;0.02%;27.56;0.50;(1.83%);2025-05-02
454;Universal Health Services, Inc. Class B;UHS;0.02%;178.70;4.06;(2.33%);2025-05-02
455;Host Hotels & Resorts, Inc.;HST;0.02%;14.73;0.20;(1.34%);2025-05-02
456;Carmax Inc.;KMX;0.02%;66.61;1.09;(1.66%);2025-05-02
457;Viatris Inc.;VTRS;0.02%;8.68;0.21;(2.42%);2025-05-02
458;Incyte Genomics Inc;INCY;0.02%;62.17;0.14;(0.22%);2025-05-02
459;Lkq Corporation;LKQ;0.02%;38.90;0.77;(2.01%);2025-05-02
460;Globe Life Inc.;GL;0.02%;121.09;3.37;(2.86%);2025-05-02
461;Molson Coors Beverage Company Class B;TAP;0.02%;57.73;0.48;(0.83%);2025-05-02
462;Assurant, Inc.;AIZ;0.02%;195.69;4.06;(2.12%);2025-05-02
463;The Mosaic Company;MOS;0.02%;30.45;-0.02;(-0.07%);2025-05-02
464;Bxp, Inc.;BXP;0.02%;65.00;0.72;(1.11%);2025-05-02
465;The Interpublic Group of Companies, Inc.;IPG;0.02%;25.28;0.32;(1.30%);2025-05-02
466;Dayforce, Inc.;DAY;0.02%;59.36;0.74;(1.27%);2025-05-02
467;Moderna, Inc.;MRNA;0.02%;27.46;0.43;(1.60%);2025-05-02
468;Stanley Black & Decker, Inc.;SWK;0.02%;61.91;2.97;(5.04%);2025-05-02
469;Solventum Corporation;SOLV;0.02%;67.01;1.39;(2.12%);2025-05-02
470;Ralph Lauren Corporation;RL;0.02%;232.25;7.74;(3.45%);2025-05-02
471;Epam Systems, Inc.;EPAM;0.02%;161.00;2.54;(1.61%);2025-05-02
472;Huntington Ingalls Industries, Inc.;HII;0.02%;230.35;2.87;(1.26%);2025-05-02
473;Eastman Chemical Company;EMN;0.02%;78.30;2.08;(2.73%);2025-05-02
474;Erie Indemnity Co;ERIE;0.02%;360.50;9.37;(2.67%);2025-05-02
475;Hormel Foods Corporation;HRL;0.02%;29.28;-0.12;(-0.39%);2025-05-02
476;Marketaxess Holdings Inc.;MKTX;0.02%;226.42;2.45;(1.09%);2025-05-02
477;Henry Schein Inc;HSIC;0.02%;65.24;0.78;(1.20%);2025-05-02
478;A.O. Smith Corporation;AOS;0.02%;68.56;1.15;(1.70%);2025-05-02
479;Hasbro, Inc.;HAS;0.02%;61.90;1.19;(1.95%);2025-05-02
480;Walgreens Boots Alliance, Inc;WBA;0.02%;10.95;0.02;(0.14%);2025-05-02
481;Bio-Techne Corp.;TECH;0.02%;50.87;1.23;(2.49%);2025-05-02
482;Match Group, Inc;MTCH;0.02%;30.62;0.21;(0.68%);2025-05-02
483;Lamb Weston Holdings, Inc.;LW;0.02%;51.56;-0.55;(-1.06%);2025-05-02
484;Federal Realty Investment Trust;FRT;0.02%;96.17;0.91;(0.96%);2025-05-02
485;Norwegian Cruise Line Holdings Ltd.s;NCLH;0.02%;17.43;1.17;(7.17%);2025-05-02
486;Wynn Resorts Ltd;WYNN;0.02%;82.54;2.50;(3.13%);2025-05-02
487;Aes Corporation;AES;0.01%;10.25;0.30;(2.98%);2025-05-02
488;The Campbell's Company;CPB;0.01%;35.90;0.01;(0.02%);2025-05-02
489;Albemarle Corporation;ALB;0.01%;60.97;1.65;(2.77%);2025-05-02
490;Mgm Resorts International;MGM;0.01%;32.01;1.15;(3.72%);2025-05-02
491;Paramount Global Class B;PARA;0.01%;11.66;0.00;(0.04%);2025-05-02
492;Generac Holdings Inc;GNRC;0.01%;115.14;2.47;(2.19%);2025-05-02
493;Invesco Ltd;IVZ;0.01%;14.51;0.59;(4.27%);2025-05-02
494;Brown-Forman Corporation Class B;BF.B;0.01%;34.55;0.39;(1.14%);2025-05-02
495;Davita Inc.;DVA;0.01%;140.36;-0.08;(-0.06%);2025-05-02
496;Fox Corporation Class B;FOX;0.01%;46.22;0.35;(0.75%);2025-05-02
497;Apa Corporation;APA;0.01%;16.33;0.11;(0.65%);2025-05-02
498;Charles River Laboratories International, Inc.;CRL;0.01%;120.06;3.17;(2.72%);2025-05-02
499;Enphase Energy, Inc.;ENPH;0.01%;45.85;1.30;(2.92%);2025-05-02
500;Franklin Resources, Inc.;BEN;0.01%;20.03;1.29;(6.86%);2025-05-02
501;Caesars Entertainment, Inc.;CZR;0.01%;27.89;0.69;(2.55%);2025-05-02
502;Mohawk Industries, Inc.;MHK;0.01%;103.21;-3.25;(-3.05%);2025-05-02
503;News Corporation Class B;NWS;0.01%;31.88;0.61;(1.95%);2025-05-02
