#;Company;Symbol;Weight;Price;Chg;% Chg;Date
315;Veralto Corporation;VLTO;0.05%;94.49;-1.41;(-1.47%);2025-05-01
316;Darden Restaurants, Inc.;DRI;0.05%;200.06;-0.58;(-0.29%);2025-05-01
317;Dover Corporation;DOV;0.05%;170.53;-0.12;(-0.07%);2025-05-01
318;Tyler Technologies, Inc.;TYL;0.05%;542.64;-0.66;(-0.12%);2025-05-01
319;Cboe Global Markets, Inc.;CBOE;0.05%;221.67;-0.13;(-0.06%);2025-05-01
320;Verisign Inc;VRSN;0.05%;281.13;-0.99;(-0.35%);2025-05-01
321;Archer Daniels Midland Company;ADM;0.05%;47.75;0.00;(0.01%);2025-05-01
322;Corpay, Inc.;CPAY;0.05%;323.53;-1.84;(-0.56%);2025-05-01
323;United Airlines Holdings, Inc.;UAL;0.05%;69.60;0.78;(1.13%);2025-05-01
324;Mettler-Toledo International;MTD;0.05%;1,065.92;-4.65;(-0.43%);2025-05-01
325;Kellanova;K;0.05%;82.85;0.08;(0.09%);2025-05-01
326;Nrg Energy, Inc.;NRG;0.05%;114.10;4.52;(4.12%);2025-05-01
327;Steris Plc;STE;0.05%;222.90;-1.84;(-0.82%);2025-05-01
328;Cms Energy Corporation;CMS;0.05%;73.40;-0.25;(-0.34%);2025-05-01
329;Firstenergy Corp.;FE;0.05%;42.83;-0.05;(-0.11%);2025-05-01
330;Expand Energy Corporation;EXE;0.05%;103.37;-0.53;(-0.51%);2025-05-01
331;Eversource Energy;ES;0.05%;59.35;-0.13;(-0.22%);2025-05-01
332;Teledyne Technologies Incorporated;TDY;0.05%;468.78;2.75;(0.59%);2025-05-01
333;Cincinnati Financial Corp;CINF;0.05%;140.54;1.33;(0.96%);2025-05-01
334;W.R. Berkley Corporation;WRB;0.05%;71.72;0.03;(0.04%);2025-05-01
335;Dow Inc.;DOW;0.05%;30.51;-0.08;(-0.25%);2025-05-01
336;Cdw Corporation;CDW;0.05%;161.93;1.37;(0.85%);2025-05-01
337;Hewlett Packard Enterprise Company;HPE;0.05%;16.59;0.37;(2.25%);2025-05-01
338;Nvr, Inc.;NVR;0.05%;7,039.09;-86.66;(-1.22%);2025-05-01
339;Huntington Bancshares Inc;HBAN;0.04%;14.67;0.14;(0.97%);2025-05-01
340;Amcor Plcs;AMCR;0.04%;9.15;-0.05;(-0.60%);2025-05-01
341;Live Nation Entertainment Inc.;LYV;0.04%;132.10;-0.35;(-0.27%);2025-05-01
342;Smurfit Westrock Plc;SW;0.04%;40.96;-1.07;(-2.53%);2025-05-01
343;Pultegroup, Inc.;PHM;0.04%;102.39;-0.19;(-0.18%);2025-05-01
344;Edison International;EIX;0.04%;54.17;0.66;(1.24%);2025-05-01
345;Waters Corp;WAT;0.04%;343.72;-4.01;(-1.15%);2025-05-01
346;Dollar General Corp.;DG;0.04%;90.22;-3.47;(-3.70%);2025-05-01
347;Zimmer Biomet Holdings, Inc.;ZBH;0.04%;102.08;-0.97;(-0.94%);2025-05-01
348;Synchrony Financial;SYF;0.04%;52.72;0.77;(1.47%);2025-05-01
349;Labcorp Holdings Inc.;LH;0.04%;242.59;1.58;(0.66%);2025-05-01
350;International Flavors & Fragrances Inc.;IFF;0.04%;78.18;-0.28;(-0.36%);2025-05-01
351;Devon Energy Corporation;DVN;0.04%;31.14;0.73;(2.41%);2025-05-01
352;Quest Diagnostics Inc.;DGX;0.04%;178.18;-0.04;(-0.02%);2025-05-01
353;T Rowe Price Group Inc;TROW;0.04%;88.40;-0.15;(-0.17%);2025-05-01
354;Hubbell Incorporated;HUBB;0.04%;344.45;-18.73;(-5.16%);2025-05-01
355;Invitation Homes Inc.;INVH;0.04%;35.14;0.95;(2.78%);2025-05-01
356;Warner Bros. Discovery, Inc. Series a;WBD;0.04%;8.40;-0.28;(-3.17%);2025-05-01
357;Leidos Holdings, Inc.;LDOS;0.04%;147.18;0.00;(0.00%);2025-05-01
358;Expedia Group, Inc.;EXPE;0.04%;160.55;3.62;(2.31%);2025-05-01
359;Mccormick & Company, Incorporated Non-Vtg Cs;MKC;0.04%;75.08;-1.58;(-2.07%);2025-05-01
360;Seagate Technology Holdings Plcs;STX;0.04%;90.60;-0.43;(-0.47%);2025-05-01
361;Carnival Corporation;CCL;0.04%;18.70;0.36;(1.94%);2025-05-01
362;Williams-Sonoma, Inc.;WSM;0.04%;156.38;1.91;(1.24%);2025-05-01
363;Global Payments, Inc.;GPN;0.04%;76.85;0.54;(0.71%);2025-05-01
364;Weyerhaeuser Company;WY;0.04%;25.88;-0.04;(-0.14%);2025-05-01
365;Ptc, Inc;PTC;0.04%;159.79;4.81;(3.11%);2025-05-01
366;Mid-America Apartment Communities, Inc.;MAA;0.04%;161.49;1.84;(1.15%);2025-05-01
367;Regions Financial Corp.;RF;0.04%;20.61;0.20;(0.96%);2025-05-01
368;Northern Trust Corp;NTRS;0.04%;95.27;1.28;(1.37%);2025-05-01
369;Steel Dynamics Inc;STLD;0.04%;131.29;1.57;(1.21%);2025-05-01
370;Ulta Beauty, Inc.;ULTA;0.04%;392.08;-3.56;(-0.90%);2025-05-01
371;Nisource Inc.;NI;0.04%;39.03;-0.08;(-0.21%);2025-05-01
372;Netapp, Inc;NTAP;0.04%;90.36;0.61;(0.68%);2025-05-01
373;Molina Healthcare, Inc.;MOH;0.04%;318.16;-8.86;(-2.71%);2025-05-01
374;Coterra Energy Inc.;CTRA;0.04%;24.80;0.24;(0.96%);2025-05-01
375;Essex Property Trust, Inc;ESS;0.04%;283.19;4.04;(1.45%);2025-05-01
376;Insulet Corporation;PODD;0.04%;252.13;-0.16;(-0.06%);2025-05-01
377;Biogen Inc.;BIIB;0.04%;121.71;0.63;(0.52%);2025-05-01
378;Clorox Company;CLX;0.04%;138.90;-3.40;(-2.39%);2025-05-01
379;Lennox International Inc.;LII;0.04%;557.33;10.58;(1.93%);2025-05-01
380;Tyson Foods, Inc.;TSN;0.04%;60.57;-0.67;(-1.09%);2025-05-01
381;Halliburton Company;HAL;0.04%;19.89;0.07;(0.35%);2025-05-01
382;Domino's Pizza Inc.;DPZ;0.04%;485.32;-5.06;(-1.03%);2025-05-01
383;Deckers Outdoor Corp;DECK;0.04%;111.99;1.16;(1.04%);2025-05-01
384;On Semiconductor Corp;ON;0.04%;40.12;0.42;(1.06%);2025-05-01
385;Southwest Airlines Co.;LUV;0.04%;28.55;0.59;(2.12%);2025-05-01
386;Dollar Tree Inc.;DLTR;0.04%;81.50;-0.27;(-0.34%);2025-05-01
387;Packaging Corp of America;PKG;0.04%;184.19;-1.43;(-0.77%);2025-05-01
388;Snap-on Incorporated;SNA;0.03%;312.87;-0.94;(-0.30%);2025-05-01
389;Factset Research Systems;FDS;0.03%;433.01;0.79;(0.18%);2025-05-01
390;Genuine Parts Company;GPC;0.03%;116.84;-0.71;(-0.60%);2025-05-01
391;The Cooper Companies, Inc.;COO;0.03%;81.21;-0.46;(-0.56%);2025-05-01
392;Citizens Financial Group, Inc.;CFG;0.03%;37.41;0.52;(1.40%);2025-05-01
393;Rollins, Inc.;ROL;0.03%;56.14;-0.99;(-1.73%);2025-05-01
394;Jabil Inc.;JBL;0.03%;149.51;2.95;(2.01%);2025-05-01
395;Super Micro Computer, Inc.;SMCI;0.03%;33.46;1.59;(5.01%);2025-05-01
396;Baxter International Inc.;BAX;0.03%;30.89;-0.29;(-0.91%);2025-05-01
397;Evergy, Inc.;EVRG;0.03%;68.74;-0.36;(-0.52%);2025-05-01
398;Alliant Energy Corporation;LNT;0.03%;60.95;-0.09;(-0.16%);2025-05-01
399;Principal Financial Group, Inc.;PFG;0.03%;74.26;0.11;(0.15%);2025-05-01
400;Ball Corporation;BALL;0.03%;51.44;-0.50;(-0.97%);2025-05-01
401;Everest Group, Ltd.;EG;0.03%;339.84;-19.00;(-5.29%);2025-05-01
402;Expeditors International of Washington, Inc.;EXPD;0.03%;110.02;0.11;(0.10%);2025-05-01
403;Loews Corporation;L;0.03%;86.65;-0.18;(-0.21%);2025-05-01
404;West Pharmaceutical Services, Inc.;WST;0.03%;209.97;-1.32;(-0.62%);2025-05-01
405;F5, Inc.;FFIV;0.03%;266.42;1.68;(0.63%);2025-05-01
406;Jacobs Solutions Inc.;J;0.03%;124.10;0.30;(0.24%);2025-05-01
407;Western Digital Corp.;WDC;0.03%;44.42;0.56;(1.28%);2025-05-01
408;Trimble Inc.;TRMB;0.03%;62.95;0.81;(1.30%);2025-05-01
409;Lyondellbasell Industries N.v. Class A;LYB;0.03%;58.63;0.41;(0.71%);2025-05-01
410;Pentair Plc;PNR;0.03%;91.00;0.27;(0.30%);2025-05-01
411;Omnicom Group Inc.;OMC;0.03%;75.60;-0.56;(-0.74%);2025-05-01
412;Keycorp;KEY;0.03%;15.04;0.20;(1.31%);2025-05-01
413;Tapestry, Inc.;TPR;0.03%;71.40;0.74;(1.05%);2025-05-01
414;Gen Digital Inc.;GEN;0.03%;25.77;-0.11;(-0.41%);2025-05-01
415;The Estee Lauder Companies Inc. Class A;EL;0.03%;58.28;-1.68;(-2.80%);2025-05-01
416;Builders Firstsource, Inc.;BLDR;0.03%;112.30;-7.33;(-6.13%);2025-05-01
417;Avery Dennison Corp.;AVY;0.03%;170.16;-0.95;(-0.55%);2025-05-01
418;Cf Industries Holding, Inc.;CF;0.03%;79.21;0.83;(1.07%);2025-05-01
419;First Solar, Inc.;FSLR;0.03%;127.27;1.45;(1.15%);2025-05-01
420;Kimco Realty Corp.;KIM;0.03%;20.96;0.97;(4.88%);2025-05-01
421;Idex Corporation;IEX;0.03%;174.25;0.28;(0.16%);2025-05-01
422;Aptiv Plc;APTV;0.03%;57.76;0.70;(1.23%);2025-05-01
423;Hologic Inc;HOLX;0.03%;57.34;-0.86;(-1.47%);2025-05-01
424;Best Buy Company, Inc.;BBY;0.03%;67.10;0.41;(0.62%);2025-05-01
425;Zebra Technologies Corporation;ZBRA;0.03%;250.47;0.15;(0.06%);2025-05-01
426;Textron, Inc.;TXT;0.03%;70.54;0.16;(0.23%);2025-05-01
427;Masco Corporation;MAS;0.03%;60.37;-0.24;(-0.39%);2025-05-01
428;Henry (Jack) & Associates;JKHY;0.03%;173.98;0.55;(0.32%);2025-05-01
429;Udr, Inc.;UDR;0.03%;42.38;0.50;(1.19%);2025-05-01
430;Las Vegas Sands Corp.;LVS;0.03%;36.93;0.26;(0.71%);2025-05-01
431;Healthpeak Properties, Inc.;DOC;0.03%;17.85;0.00;(0.03%);2025-05-01
432;The J.M. Smucker Company;SJM;0.03%;114.07;-2.20;(-1.89%);2025-05-01
433;Camden Property Trust;CPT;0.03%;114.50;0.70;(0.62%);2025-05-01
434;Align Technology Inc;ALGN;0.03%;179.90;6.59;(3.81%);2025-05-01
435;Akamai Technologies Inc;AKAM;0.03%;81.46;0.88;(1.10%);2025-05-01
436;Allegion Public Limited Company;ALLE;0.03%;138.92;-0.28;(-0.20%);2025-05-01
437;Teradyne, Inc.;TER;0.03%;74.76;0.55;(0.74%);2025-05-01
438;Juniper Networks Inc;JNPR;0.03%;36.02;-0.30;(-0.84%);2025-05-01
439;Regency Centers Corporation;REG;0.03%;72.49;0.31;(0.42%);2025-05-01
440;Conagra Brands, Inc.;CAG;0.02%;24.35;-0.36;(-1.44%);2025-05-01
441;Revvity, Inc.;RVTY;0.02%;93.64;0.21;(0.23%);2025-05-01
442;Alexandria Real Estate Equities, Inc.;ARE;0.02%;73.30;0.64;(0.87%);2025-05-01
443;Pool Corporation;POOL;0.02%;295.63;2.49;(0.85%);2025-05-01
444;Tko Group Holdings, Inc.;TKO;0.02%;163.40;0.49;(0.30%);2025-05-01
445;Fox Corporation Class A;FOXA;0.02%;49.29;-0.51;(-1.01%);2025-05-01
446;Pinnacle West Capital Corporation;PNW;0.02%;94.35;-0.83;(-0.87%);2025-05-01
447;Paycom Software, Inc.;PAYC;0.02%;229.52;3.13;(1.38%);2025-05-01
448;Bunge Global Sa;BG;0.02%;78.95;0.23;(0.29%);2025-05-01
449;C.H. Robinson Worldwide, Inc.;CHRW;0.02%;89.76;0.54;(0.61%);2025-05-01
450;Jb Hunt Transport Services Inc;JBHT;0.02%;129.64;-0.95;(-0.72%);2025-05-01
451;Universal Health Services, Inc. Class B;UHS;0.02%;176.71;-0.36;(-0.20%);2025-05-01
452;Globe Life Inc.;GL;0.02%;118.30;-5.04;(-4.09%);2025-05-01
453;Nordson Corp;NDSN;0.02%;190.78;1.21;(0.64%);2025-05-01
454;Skyworks Solutions Inc;SWKS;0.02%;65.45;1.17;(1.81%);2025-05-01
455;News Corporation Class A;NWSA;0.02%;27.16;0.04;(0.14%);2025-05-01
456;Viatris Inc.;VTRS;0.02%;8.55;0.13;(1.48%);2025-05-01
457;Incyte Genomics Inc;INCY;0.02%;62.43;-0.23;(-0.37%);2025-05-01
458;Carmax Inc.;KMX;0.02%;65.48;0.81;(1.26%);2025-05-01
459;Lkq Corporation;LKQ;0.02%;37.99;-0.22;(-0.57%);2025-05-01
460;Molson Coors Beverage Company Class B;TAP;0.02%;57.39;-0.14;(-0.24%);2025-05-01
461;Assurant, Inc.;AIZ;0.02%;192.14;-0.60;(-0.31%);2025-05-01
462;Host Hotels & Resorts, Inc.;HST;0.02%;14.56;0.44;(3.08%);2025-05-01
463;Moderna, Inc.;MRNA;0.02%;27.50;-1.04;(-3.65%);2025-05-01
464;The Mosaic Company;MOS;0.02%;30.59;0.19;(0.62%);2025-05-01
465;The Interpublic Group of Companies, Inc.;IPG;0.02%;24.90;-0.23;(-0.90%);2025-05-01
466;Bxp, Inc.;BXP;0.02%;64.48;0.74;(1.17%);2025-05-01
467;Stanley Black & Decker, Inc.;SWK;0.02%;58.62;-1.40;(-2.33%);2025-05-01
468;Solventum Corporation;SOLV;0.02%;65.63;-0.49;(-0.74%);2025-05-01
469;Dayforce, Inc.;DAY;0.02%;58.84;0.97;(1.67%);2025-05-01
470;Huntington Ingalls Industries, Inc.;HII;0.02%;227.26;-3.08;(-1.34%);2025-05-01
471;Ralph Lauren Corporation;RL;0.02%;226.58;1.63;(0.72%);2025-05-01
472;Erie Indemnity Co;ERIE;0.02%;350.03;-8.60;(-2.40%);2025-05-01
473;Eastman Chemical Company;EMN;0.02%;76.54;-0.46;(-0.59%);2025-05-01
474;Epam Systems, Inc.;EPAM;0.02%;159.48;2.57;(1.64%);2025-05-01
475;Hormel Foods Corporation;HRL;0.02%;29.40;-0.50;(-1.69%);2025-05-01
476;Marketaxess Holdings Inc.;MKTX;0.02%;224.52;2.92;(1.32%);2025-05-01
477;Hasbro, Inc.;HAS;0.02%;61.62;-0.28;(-0.45%);2025-05-01
478;Henry Schein Inc;HSIC;0.02%;64.63;-0.34;(-0.52%);2025-05-01
479;A.O. Smith Corporation;AOS;0.02%;67.44;-0.42;(-0.62%);2025-05-01
480;Bio-Techne Corp.;TECH;0.02%;49.68;-0.67;(-1.33%);2025-05-01
481;Walgreens Boots Alliance, Inc;WBA;0.02%;10.95;-0.03;(-0.23%);2025-05-01
482;Lamb Weston Holdings, Inc.;LW;0.02%;52.46;-0.35;(-0.67%);2025-05-01
483;Match Group, Inc;MTCH;0.02%;30.31;0.65;(2.19%);2025-05-01
484;Wynn Resorts Ltd;WYNN;0.02%;80.25;-0.06;(-0.08%);2025-05-01
485;The Campbell's Company;CPB;0.02%;35.86;-0.60;(-1.64%);2025-05-01
486;Federal Realty Investment Trust;FRT;0.02%;95.78;1.76;(1.87%);2025-05-01
487;Mgm Resorts International;MGM;0.02%;30.47;-0.99;(-3.13%);2025-05-01
488;Norwegian Cruise Line Holdings Ltd.s;NCLH;0.01%;16.28;0.24;(1.53%);2025-05-01
489;Aes Corporation;AES;0.01%;9.95;-0.05;(-0.55%);2025-05-01
490;Paramount Global Class B;PARA;0.01%;11.66;-0.09;(-0.72%);2025-05-01
491;Albemarle Corporation;ALB;0.01%;58.75;0.20;(0.35%);2025-05-01
492;Generac Holdings Inc;GNRC;0.01%;112.54;-1.84;(-1.61%);2025-05-01
493;Brown-Forman Corporation Class B;BF.B;0.01%;34.15;-0.69;(-1.98%);2025-05-01
494;Invesco Ltd;IVZ;0.01%;14.00;0.06;(0.47%);2025-05-01
495;Davita Inc.;DVA;0.01%;141.32;-0.23;(-0.16%);2025-05-01
496;Fox Corporation Class B;FOX;0.01%;45.85;-0.39;(-0.85%);2025-05-01
497;Charles River Laboratories International, Inc.;CRL;0.01%;117.30;-1.32;(-1.11%);2025-05-01
498;Enphase Energy, Inc.;ENPH;0.01%;43.95;-0.64;(-1.43%);2025-05-01
499;Franklin Resources, Inc.;BEN;0.01%;18.79;0.02;(0.13%);2025-05-01
500;Apa Corporation;APA;0.01%;16.11;0.57;(3.68%);2025-05-01
501;Caesars Entertainment, Inc.;CZR;0.01%;27.01;-0.05;(-0.18%);2025-05-01
502;Mohawk Industries, Inc.;MHK;0.01%;105.97;-0.38;(-0.35%);2025-05-01
503;News Corporation Class B;NWS;0.01%;31.38;-0.04;(-0.13%);2025-05-01
